interval_start_timestamp,channel_name,channel_id,participators,communicators,messages_sent,pct_participated_in_channel,pct_communicated_in_channel
2023-06-11T00:00:00+00:00,'🙋・parcerias',1070453944708497538,32,9,15,3.4371643394199785,5.172413793103448
2023-06-11T00:00:00+00:00,'₿・bitcoin',1073029305505959997,8,3,8,0.8592910848549946,1.7241379310344829
2023-06-11T00:00:00+00:00,'💬・geral-gpt-writer',1074798212738715688,6,1,1,0.644468313641246,0.5747126436781608
2023-06-11T00:00:00+00:00,'🆘・seção-3-ajuda',1074798363897233529,9,3,13,0.966702470461869,1.7241379310344829
2023-06-11T00:00:00+00:00,'🆘・seção-4-ajuda',1074798412114964480,2,0,0,0.2148227712137486,
2023-06-11T00:00:00+00:00,'🏁・progresso',1074798513986228334,1,0,0,0.1074113856068743,
2023-06-11T00:00:00+00:00,'💬・chat-turma',1075117280477839400,1,0,0,0.1074113856068743,
2023-06-11T00:00:00+00:00,'🏆・indique-e-ganhe',1075209391361499196,25,2,2,2.6852846401718584,1.1494252873563218
2023-06-11T00:00:00+00:00,'💻・vagas-de-trabalho',1083437890597560330,66,0,0,7.089151450053706,
2023-06-11T00:00:00+00:00,'💬・chat-turma',1083499848185159700,2,0,0,0.2148227712137486,
2023-06-11T00:00:00+00:00,'🆘・seção-3-ajuda',1083500050824568923,1,0,0,0.1074113856068743,
2023-06-11T00:00:00+00:00,'💬・chat-turma',1084859108676620398,22,10,54,2.363050483351236,5.747126436781609
2023-06-11T00:00:00+00:00,'💡・sugestões-de-temas',1085692435155390535,4,0,0,0.4296455424274973,
2023-06-11T00:00:00+00:00,'🏁・progresso',1085697174475649126,8,4,7,0.8592910848549946,2.2988505747126435
2023-06-11T00:00:00+00:00,'🤖・inteligência-artificial',1086655961269272667,2,0,0,0.2148227712137486,
2023-06-11T00:00:00+00:00,'🆘・ajuda',1088222049148883076,10,5,24,1.074113856068743,2.8735632183908044
2023-06-11T00:00:00+00:00,'📍・fortaleza',1090714057813790800,3,2,2,0.322234156820623,1.1494252873563218
2023-06-11T00:00:00+00:00,'📍・porto-alegre',1092110376667189338,6,2,2,0.644468313641246,1.1494252873563218
2023-06-11T00:00:00+00:00,'🧪・chat-hackathon',1092485555754905711,4,3,3,0.4296455424274973,1.7241379310344829
2023-06-11T00:00:00+00:00,'📖・monitores-builds',1092493971651035218,8,1,2,0.8592910848549946,0.5747126436781608
2023-06-11T00:00:00+00:00,'👊・forme-seu-time',1093681291595096165,5,1,1,0.5370569280343716,0.5747126436781608
2023-06-11T00:00:00+00:00,'🔎・info-gerais',1093682617167122462,5,1,1,0.5370569280343716,0.5747126436781608
2023-06-11T00:00:00+00:00,'📚・conteúdo-aprendizado',1093693599771795497,3,1,1,0.322234156820623,0.5747126436781608
2023-06-11T00:00:00+00:00,'🎓・info-mentoria',1093695259059433472,2,1,1,0.2148227712137486,0.5747126436781608
2023-06-11T00:00:00+00:00,'💡・ideias',1101265121323520092,1,0,0,0.1074113856068743,
2023-06-11T00:00:00+00:00,'🎯・pod-talentos',1107739426609696879,21,12,65,2.255639097744361,6.896551724137931
2023-06-11T00:00:00+00:00,'test',1109074911810551888,2,2,9,0.2148227712137486,1.1494252873563218
2023-06-11T00:00:00+00:00,'🔭・conheça-os-pods',1110017328009187358,16,0,0,1.7185821697099892,
2023-06-11T00:00:00+00:00,'🔧・techs-disponíveis',1112521643055665232,6,0,0,0.644468313641246,
2023-06-11T00:00:00+00:00,'📨・assuntos-disponíveis',1112559961441054781,5,0,0,0.5370569280343716,
2023-06-11T00:00:00+00:00,'🔄・colabore',1112744491716186113,120,1,1,12.88936627282492,0.5747126436781608
2023-06-11T00:00:00+00:00,'🎓・acesso-a-turma',1112867646036258916,1,0,0,0.1074113856068743,
2023-06-10T00:00:00+00:00,'💬・chat-geral',898706706224250890,135,51,192,14.500537056928035,29.310344827586206
2023-06-10T00:00:00+00:00,'📋・regras',898722155007737886,16,1,1,1.7185821697099892,0.5747126436781608
